lens_id,jurisdiction,date_published,doc_key,publication_type,publication_reference_jurisdiction,publication_reference_kind,publication_reference_date,application_reference_jurisdiction,application_reference_kind,application_reference_date,priority_claims_earliest_claim_date,invention_title,numApplicants,numInventors,references_cited_patent_count,references_cited_npl_count,priority_claim_jurisdiction,abstract,abstract_lang,owner,title_lang
179-483-050-749-089,AU,2022-08-11,AU_2017338314_B2_20220811,GRANTED_PATENT,AU,B2,2022-08-11,AU,A,2017-10-04,2016-10-04,Method for treating polluted soil by a hydraulic binder with mayenite phase,1,6,3.0,,FR,"The invention relates to a method for treated polluted soils, which comprises mixing said soil with a hydraulic binder, characterised in that said hydraulic binder comprises: as the only high-alumina clinker, a high-alumina clinker comprising more than 80 wt% of mayenite C12A7 phase or a mayenite isotope, said high-alumina clinker making up at least 70 wt% of the weight of the hydraulic binder; and 1 wt% to 30 wt%, relative to the total weight of the binder, of lime. The invention likewise relates to the use of the method according to the invention in order to stabilise soils on site or before storing polluted soils.",en,,en
179-659-318-106-698,WO,2022-10-13,WO_2022214897_A1_20221013,PATENT_APPLICATION,WO,A1,2022-10-13,IB,W,2022-03-22,2021-04-07,METHODS OF REMOVING CHLORIDE FROM GYPSUM HAVING HIGH LEVEL OF CHLORIDE SALT,1,3,11.0,1.0,US,"Beads of materials such as activated alumina, zeolite and silica gel, are used as chloride salt absorbers. The beads are mixed with high-salt gypsum. After mixing for a short time, the mixtures are dried, and the beads and the powder are separated by using a sieve or other physical separation device resulting in a low-salt gypsum which can be used as a gypsum source to make gypsum wallboard.",en,,de
181-349-555-872-394,CN,2017-04-19,CN_106564970_A_20170419,PATENT_APPLICATION,CN,A,2017-04-19,CN,A,2016-10-08,2015-10-09,Method of treating an acid effluent containing phosphoric acid,1,1,5.0,,US,"A method of treating an acid effluent including phosphoric acid in accordance with various embodiments may include: providing an acid effluent including phosphoric acid; adding a base and silicon particles from a further effluent to the acid effluent including phosphoric acid so that a mixture is obtained and a solid content is formed; separating from the mixture a solid content including silicon and a salt resulting from a reaction of the base with the acid, so that a clarified effluent can be rejected in the environment and a filter press cake can be obtained and further used as additive for concrete.",en,,en
181-566-404-617-274,DK,2018-01-02,DK_3083089_T3_20180102,GRANTED_PATENT,DK,T3,2018-01-02,DK,T,2015-09-22,2014-09-22,FREMGANGSMÅDE OG SYSTEM TIL ASBESTNEUTRALISERING,1,1,,,FR,,unknown,,en
181-628-953-111-787,CN,2016-11-23,CN_106145771_A_20161123,PATENT_APPLICATION,CN,A,2016-11-23,CN,A,2016-06-29,2016-06-29,Building decorative material and production method thereof,1,1,4.0,,CN,"The invention discloses a building decorative material and a production method thereof. The building decorative material is prepared from waste materials, plastic, cellosilk and an additive. The production method comprises the following steps of preparing waste material powder; taking the plastic, crushing the plastic to obtain plastic powder, mixing the plastic powder with the waste material powder, and uniformly stirring; adding the additive and the cellosilk, uniformly stirring, granulating and performing extrusion molding to obtain a finished product material. According to the building decorative material and the production method thereof disclosed by the invention, by utilizing a method for producing the building decorative material by using waste polished tiles, waste wood, waste glaze, the cellosilk, carbon dust and waste marble, waste polished tile powder, the waste glaze, waste marble powder, the plastic and the additive are taken, are mixed according to certain proportions and are subjected to extrusion molding; an obtained finished product material is endowed with excellent characteristics of light weight, high bending strength and the like of polished tiles.",en,,en
181-715-154-360-336,US,2014-08-05,US_8796581_B2_20140805,GRANTED_PATENT,US,B2,2014-08-05,US,A,2013-01-21,2001-07-16,Plasma whirl reactor apparatus and methods of use,1,1,106.0,11.0,US,"An apparatus for synergistically combining a plasma with a comminution means such as a fluid kinetic energy mill (jet mill), preferably in a single reactor and/or in a single process step is provided by the present invention. Within the apparatus of the invention potential energy is converted into kinetic energy and subsequently into angular momentum by means of wave energy, for comminuting, reacting and separation of feed materials. Methods of use of the apparatus in the practice of various processes are also provided by the present invention.",en,{'value': 'FORET PLASMA LABS LLC'},en
182-752-745-087-887,AU,2020-12-03,AU_2020102729_A4_20201203,LIMITED_PATENT,AU,A4,2020-12-03,AU,A,2020-10-15,2020-10-15,AMPI- Hazardous & non-Hazardous Wastes Management: Automatic Method and Process Management for Industrial Hazardous and non-Hazardous Wastes,10,10,,,AU,"Our Invention ""AMPI- Hazardous & non-Hazardous Wastes Management ""is a pharmaceutical waste identification system presents pharmaceutical waste information and, in response to a client entering a pharmaceutical name the system provides a pharmaceutical waste disposal recommendation. The invented technology also recommendation can include a labeling recommendation for a container for the pharmaceutical, a disposal recommendation for an empty container previously containing the pharmaceutical, and a disposal recommendation for the pharmaceutical. The invented technology a method of immobilizing a hazardous waste is provided and the method comprises providing a dry cementitious composition capable of hardening and in the form of finely divided particles of at least one cement binder, placing an amount of the dry cementitious composition into the hazardous waste with or without an additional added volume of water, without any type of physical mixing of the cementitious composition and water other than the mixing which occurs merely by applying the cementitious composition into the water. The invented technology the major portion of the particles of the cementitious composition have approximately the same drop rate through the volume of water and the water contacts the dry cementitious composition when poured into the volume of water to hydrate the particles of the dry cementitious composition, the particles of cementitious composition dropping through the water to displace excess water and form the hydrated cementitious composition particles in a substantially non segregated mass. The invented technology the hydrated cementitious composition is then allowed to set and cure to a solid mass. The set time may vary from less than a few seconds to many hours and even days to immobilize the hazardous waste. The cementitious composition may have a neutralizer for the hazardous waste. FIG.1: IS AGENERAL DIAGRAMMATICAL REPRESENTATION OF APHARMACEUTICAL WASTE MANAGER CONNECTEDTOACOMMUNICATIONS NETWORK. FIG.2: IS A GENERAL DIAGRAMOFINFORMATION INCLUDEDIN THE PHARMACEUTICAL WASTE MANAGER OFFIG. IN ACCORDANCE WITH ANOTHER EXEMPLARY EMBODIMENT.",en,,en
183-424-939-778-321,US,2020-10-01,US_20200308052_A1_20201001,PATENT_APPLICATION,US,A1,2020-10-01,US,A,2017-07-18,2016-05-23,PLANT MIX WARM REGENERATED ASPHALT MIXTURE AND PREPARATION METHOD THEREFOR,1,4,,,CN,"A preparation method of a plant-mixed warm regenerated asphalt mixture, comprises the following steps: preparing a RAP material, a new aggregate, a mineral powder, a new asphalt and a regenerant with a total mass percentage of 100%; heating and stirring the RAP material, adding the regenerant, and continuing to heat and stir; placing the product in a development bin for development, wherein a development temperature is 40° C. to 150° C., and a development time is 0.5 h to 6 h; mixing, heating and stirring a product with the new aggregate; and after mixing and heating the product with the new asphalt, adding the mineral powder, and stirring to mold. Addition of the regenerated asphalt mixture in the development process improves the regeneration effect of the old asphalt, and pavement performances of the formed regenerated asphalt mixture can fully reach that of a hot-mixed asphalt mixture produced entirely with new materials.",en,{'value': 'JIANGSU TIANNUO ROAD MATERIALS CO. LTD'},en
183-946-185-211-633,CN,2022-09-23,CN_113979689_B_20220923,GRANTED_PATENT,CN,B,2022-09-23,CN,A,2021-09-28,2021-09-28,利用工程泥浆的可控低强度材料及制备方法,1,2,,,CN,本发明公开了一种利用工程泥浆的可控低强度材料及其制备方法。各组分的重量份如下：工程泥浆2000‑2400份，钢渣250‑1000份，水泥180‑350份，甲酸钙18‑35份；制备方法包括工程泥浆的絮凝沉淀脱水、配方定制及各组分的混合搅拌。本发明的可控低强度材料及其制备方法为工程泥浆和钢渣两种废弃物的资源化利用开辟了新的途径，操作步骤简单、相比于传统方法造价低、工作性能优异、强度性能达标且可调、具有良好的环境保护价值。,zh-cn,,ko
184-026-649-456-933,EA,2013-12-30,EA_201270797_A1_20131230,PATENT_APPLICATION,EA,A1,2013-12-30,EA,A,2012-12-17,2012-06-29,НЕОРГАНИЧЕСКАЯ ПЛИТА И СПОСОБ ИЗГОТОВЛЕНИЯ НЕОРГАНИЧЕСКОЙ ПЛИТЫ,1,2,,,JP,"Неорганическая плита содержит, в расчете на содержание твердых веществ, от 30 до 70 мас.% гидравлического материала, от 5 до 15 мас.% армирующего волокна и от 1 до 30 мас.% волластонита, имеющего объем влажного вещества (после отстаивания в течение 30 мин) от 15 до 45 мл. Также предложен способ, включающий стадию получения суспензии, содержащей гидравлический материал, армирующее волокно и волластонит; стадию получения листа путем обезвоживания полученной суспензии; и стадию прессования и отверждения полученного листа; причем на стадии получения суспензии состав суспензии регулируют так, чтобы она содержала в расчете на содержание твердых веществ от 30 до 70 мас.% гидравлического материала, от 5 до 15 мас.% армирующего волокна и от 1 до 30 мас.% волластонита, имеющего объем влажного вещества (после отстаивания в течение 30 мин) от 15 до 45 мл.",ru,,ru
