lens_id,doc_key,residence,extracted_name,extracted_address,nimi,id
011-661-895-260-791,KR_101344531_B1_20131226,,(주)엘지하우시스,,(주)엘지하우시스,
012-207-224-703-164,CN_114804807_B_20230505,,东方雨虹砂粉科技集团有限公司,,东方雨虹砂粉科技集团有限公司,
012-338-185-435-223,KR_101376546_B1_20140320,KR,KOREA CONFORMITY LAB,,KOREA CONFORMITY LAB,
012-407-613-738-287,KR_20210074783_A_20210622,KR,POSCO,,POSCO,
012-407-613-738-287,KR_20210074783_A_20210622,KR,RES INST IND SCIENCE & TECH,,RES INST IND SCIENCE & TECH,
012-944-273-527-70X,KR_20230054400_A_20230424,AU,KI STRATEGIES PTY LTD,,KI STRATEGIES PTY LTD,
013-568-466-223-710,CN_112729161_A_20210430,,SUZHOU WEIDAZHI ELECTRONIC TECH CO LTD,,SUZHOU WEIDAZHI ELECTRONIC TECH CO LTD,
013-734-934-270-480,US_10766812_B2_20200908,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
013-785-972-265-631,CN_114573382_A_20220603,,UNIV GUIZHOU,,UNIV GUIZHOU,
013-867-241-102-15X,CN_105801074_A_20160727,,HENGSHUI JINGHUA STEEL PIPE CO LTD,,HENGSHUI JINGHUA STEEL PIPE CO LTD,
013-867-241-102-15X,CN_105801074_A_20160727,,JIA MINXIAO,,JIA MINXIAO,
014-647-943-469-003,CN_110759680_B_20210223,,山东大学,,山东大学,
014-987-868-555-788,KR_101706626_B1_20170214,KR,YEON JAE HEUM,,YEON JAE HEUM,
014-987-868-555-788,KR_101706626_B1_20170214,KR,KANG HO YEONG,,KANG HO YEONG,
015-843-886-335-731,CN_114907087_B_20230317,,安徽工业大学,,安徽工业大学,
015-855-968-355-62X,AU_2018260880_A1_20190718,KR,LEE SANG DUK MR,,LEE SANG DUK MR,
015-855-968-355-62X,AU_2018260880_A1_20190718,KR,LEE YONG CHUN MR,,LEE YONG CHUN MR,
016-643-709-858-187,BR_112017002666_A2_20171212,US,CRISPYCRETE LLC,,CRISPYCRETE LLC,
018-114-057-312-806,KR_101528120_B1_20150612,KR,YUN GI HONG,,YUN GI HONG,
018-114-057-312-806,KR_101528120_B1_20150612,KR,LEE DONG WOO,,LEE DONG WOO,
018-114-057-312-806,KR_101528120_B1_20150612,KR,KIM JUN TAE,,KIM JUN TAE,
018-114-057-312-806,KR_101528120_B1_20150612,KR,HWANG TAE HA,,HWANG TAE HA,
018-131-709-677-849,KR_102158523_B1_20200922,KR,KORYO FLY ASH CEMENT CO LTD,,KORYO FLY ASH CEMENT CO LTD,
018-131-709-677-849,KR_102158523_B1_20200922,KR,KORYO SLAG CEMENT CO LTD,,KORYO SLAG CEMENT CO LTD,
018-131-709-677-849,KR_102158523_B1_20200922,KR,KORYO IND CO LTD,,KORYO IND CO LTD,
018-805-469-903-592,GB_201600183_D0_20160217,,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
019-888-387-681-829,FR_3041265_A1_20170324,FR,POGGI PAUL,,POGGI PAUL,
021-139-607-843-097,CN_110015855_B_20210330,,中国地质科学院郑州矿产综合利用研究所,,中国地质科学院郑州矿产综合利用研究所,
021-621-072-340-113,GB_201520970_D0_20160113,,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
021-889-907-052-636,CN_111875275_B_20220311,,航锦科技股份有限公司,,航锦科技股份有限公司,
022-132-071-447-508,KR_20190071578_A_20190624,KR,HI CON KOREA CO LTD,,HI CON KOREA CO LTD,
022-837-430-445-45X,KR_20210013905_A_20210208,KR,KIM SEONG KEON,,KIM SEONG KEON,
023-758-590-954-254,KR_20140000161_A_20140102,KR,KOREA INST SCI & TECH,,KOREA INST SCI & TECH,
024-046-157-494-972,CN_109563349_A_20190402,,DEJORNO SHLOMI,,DEJORNO SHLOMI,
024-481-769-453-078,RU_2616304_C1_20170414,RU,OBSHCHESTVO S OGRANICHENNOJ OTVETSTVENNOSTYU NAUCHNO-TEKHNICHESKIJ TSENTR TEKH XXI VEKA,"188307, Leningradskaya obl., g. Gatchina, ul. Grigorina, 9, kv. 53, Sukhoveevu Aleksandru Viktorovichu",OBSHCHESTVO S OGRANICHENNOJ OTVETSTVENNOSTYU NAUCHNO-TEKHNICHESKIJ TSENTR TEKH XXI VEKA,
024-511-396-468-932,EP_3788020_A4_20220126,IN,COUNCIL SCIENT IND RES,,COUNCIL SCIENT IND RES,
024-959-784-822-88X,CN_113998982_B_20220726,,浙江大学,,浙江大学,
025-872-988-967-890,WO_2016122651_A1_20160804,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
026-045-975-483-341,CN_105753413_A_20160713,,CHIFENG JINGHUAN ENERGY SAVING BUILDING MAT MFG CO LTD,,CHIFENG JINGHUAN ENERGY SAVING BUILDING MAT MFG CO LTD,
026-286-967-773-135,KR_20150034836_A_20150406,,중앙크리텍 주식회사,,중앙크리텍 주식회사,
026-358-716-863-558,BR_112018016047_A2_20181226,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
026-985-450-282-168,CN_113735499_A_20211203,,GUANGDONG ZHONGJIN LINGNAN ENVIRONMENTAL PROT ENGINEERING CO LTD,,GUANGDONG ZHONGJIN LINGNAN ENVIRONMENTAL PROT ENGINEERING CO LTD,
026-985-450-282-168,CN_113735499_A_20211203,,GUANGDONG TONGCHUANG KEXIN ENVIRONMENTAL PROT CO LTD,,GUANGDONG TONGCHUANG KEXIN ENVIRONMENTAL PROT CO LTD,
027-694-359-916-47X,KR_101519358_B1_20150512,,(주)포스코켐텍,,(주)포스코켐텍,
028-023-001-140-215,CN_113968717_A_20220125,,CHINA RAILWAY CONSTR GROUP CO,,CHINA RAILWAY CONSTR GROUP CO,
028-890-266-887-926,CN_114807615_A_20220729,,LIUZHOU HUAXI NONFERROUS METALS DESIGN AND RES INSTITUTE CO LTD,,LIUZHOU HUAXI NONFERROUS METALS DESIGN AND RES INSTITUTE CO LTD,
029-182-670-049-544,CA_2835677_A1_20140619,US,DU PONT,,DU PONT,
029-226-960-709-151,KR_20210115978_A_20210927,KR,UNIV NAT INCHEON RES & BUSINESS FOUND,,UNIV NAT INCHEON RES & BUSINESS FOUND,
029-549-808-966-248,BR_PI1006819_A2_20160412,JP,NIPPON CATALYTIC CHEM IND,"KOGIN BUILDING, 4-1-1 KORAIBASHI, CHOUKU, OSAKA, 541-0043 JP JP",NIPPON CATALYTIC CHEM IND,
029-549-808-966-248,BR_PI1006819_A2_20160412,US,GRACE W R & CO,"7500 GRACE DRIVE, COLUMBIA, MD 21044, US US",GRACE W R & CO,
030-840-310-540-935,MX_2016000189_A_20160309,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
031-294-368-478-223,NO_20171053_A1_20170628,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
033-713-605-486-865,US_20130263760_A1_20131010,JP,NICHIHA KK,,NICHIHA KK,
033-845-795-224-851,CN_112876148_B_20220513,,大连理工大学,,大连理工大学,
035-329-283-320-606,CN_108516713_A_20180911,,UNIV CENTRAL SOUTH,,UNIV CENTRAL SOUTH,
035-511-162-844-148,US_20150299580_A1_20151022,US,DU PONT,,DU PONT,
037-397-685-718-77X,CN_113582632_A_20211102,,SHENZHEN SILIJIA CHEMICAL BUILDING MAT CO LTD,,SHENZHEN SILIJIA CHEMICAL BUILDING MAT CO LTD,
038-130-270-218-355,ES_2433105_A1_20131209,ES,CAMACHO RECYCLING S L U,,CAMACHO RECYCLING S L U,
038-236-641-023-625,TW_201829347_A_20180816,TW,HUANG GUO CHENG,,HUANG GUO CHENG,
038-631-338-682-257,KR_20180003281_A_20180109,KR,SIN SUNG PLASTIC CO LTD,,SIN SUNG PLASTIC CO LTD,
039-517-037-712-691,WO_2016122649_A1_20160804,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
039-580-975-636-375,JP_2021050335_A_20210401,,SCHOCK GMBH,,SCHOCK GMBH,
039-929-283-192-266,CN_112624650_A_20210409,,ZHANG YUE,,ZHANG YUE,
040-473-707-175-05X,CN_108147658_B_20181211,,成都绿锂环保科技有限公司,,成都绿锂环保科技有限公司,
040-896-470-105-292,LT_3487829_T_20211025,PL,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,
041-880-088-861-695,WO_2021093168_A1_20210520,CN,UNIV SHANDONG,,UNIV SHANDONG,
042-464-694-499-343,CN_113213442_A_20210806,,GUIZHOU FUQUAN CHUANDONG CHEMICAL IND CO LTD,,GUIZHOU FUQUAN CHUANDONG CHEMICAL IND CO LTD,
042-857-674-653-726,KR_20130107580_A_20131002,KR,YOUNGJIN GLOBLA CO LTD,,YOUNGJIN GLOBLA CO LTD,
043-416-813-654-642,CN_115231846_A_20221025,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
044-086-021-085-856,KR_101271369_B1_20130607,,,,,
044-583-260-806-865,KR_20200017658_A_20200219,KR,GS CALTEX CORP,,GS CALTEX CORP,
044-755-627-435-086,JP_6077137_B2_20170208,,フルオシュミ ゲーエムベーハー フランクフルト,,フルオシュミ ゲーエムベーハー フランクフルト,
044-827-658-322-308,KR_20130128560_A_20131127,KR,KOREA INST CONSTRUCTION TECH,,KOREA INST CONSTRUCTION TECH,
045-203-327-175-033,CN_113264731_A_20210817,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
046-072-516-883-302,US_10214434_B2_20190226,FI,GLOBAL ECOPROCESS SERVICES OY,,GLOBAL ECOPROCESS SERVICES OY,
047-390-287-980-255,KR_20210006754_A_20210119,KR,ULSAN NAT INST SCIENCE & TECH UNIST,,ULSAN NAT INST SCIENCE & TECH UNIST,
048-054-697-110-539,FI_20175610_A1_20181229,FI,UPM KYMMENE CORP,,UPM KYMMENE CORP,
048-326-617-662-621,JP_2016060689_A_20160425,,SAM KYUNG MSM,,SAM KYUNG MSM,
048-326-617-662-621,JP_2016060689_A_20160425,,CHOEI CO,,CHOEI CO,
048-709-298-901-143,CN_106854902_A_20170616,,GUIZHOU INST OF BUILDING MAT SCIENT RES AND DESIGN CO LTD,,GUIZHOU INST OF BUILDING MAT SCIENT RES AND DESIGN CO LTD,
048-709-298-901-143,CN_106854902_A_20170616,,ZHENFENG COUNTY HENGSHAN BUILDING MAT CO LTD,,ZHENFENG COUNTY HENGSHAN BUILDING MAT CO LTD,
048-782-896-842-236,BR_PI0814305_A2_20150203,CN,LIAN QIHUI,,LIAN QIHUI,
049-108-609-530-611,CN_106431165_A_20170222,,GUANGXI JINGZHENG TECH DEV CO LTD,,GUANGXI JINGZHENG TECH DEV CO LTD,
049-241-885-462-515,KR_20190014390_A_20190212,KR,YUK TEMPLE LTD,,YUK TEMPLE LTD,
049-312-094-258-417,RU_2020115504_A3_20220225,,,,,
049-731-663-880-30X,AU_2014296231_A1_20160121,,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
050-686-433-482-870,CN_107500703_A_20171222,,SICHUAN COLLEGE ARCHITECTURAL TECHNOLOGY,,SICHUAN COLLEGE ARCHITECTURAL TECHNOLOGY,
050-853-895-974-058,CN_108117330_B_20210622,,常州厚德再生资源科技有限公司,,常州厚德再生资源科技有限公司,
051-749-034-222-985,KR_20130121629_A_20131106,KR,KOREA INST CERAMIC ENG & TECH,,KOREA INST CERAMIC ENG & TECH,
052-020-175-828-534,CN_108275655_A_20180713,,DALIAN JINXIN EQUIPMENT CO LTD,,DALIAN JINXIN EQUIPMENT CO LTD,
052-617-003-988-621,KR_20170114601_A_20171016,KR,CHUNGWON IND CO LTD,,CHUNGWON IND CO LTD,
053-090-893-018-704,KR_20160004750_A_20160113,KR,GEO CONCRETE MATERIALS LLC,,GEO CONCRETE MATERIALS LLC,
053-504-021-376-480,CN_112174635_A_20210105,,JIANGXI CONSTRUCTION ENG GROUP CO LTD,,JIANGXI CONSTRUCTION ENG GROUP CO LTD,
055-052-076-227-026,KR_20210117409_A_20210929,KR,UNIV NAT INCHEON RES & BUSINESS FOUND,,UNIV NAT INCHEON RES & BUSINESS FOUND,
056-157-869-409-839,KR_102125872_B1_20200623,KR,AHN JEONG HO,,AHN JEONG HO,
056-269-631-943-851,CN_113860840_A_20211231,,UNIV QINGDAO TECHNOLOGY,,UNIV QINGDAO TECHNOLOGY,
056-269-631-943-851,CN_113860840_A_20211231,,LEIXIN CONCRETE CO LTD,,LEIXIN CONCRETE CO LTD,
056-632-043-382-895,KR_20210155654_A_20211223,KR,DAEWOONG CO LTD,,DAEWOONG CO LTD,
057-373-788-507-421,IL_239819_B_20200227,,CHRISTIAN ROCKTASCHEL,Hauptstr. 35 Bergheim 50126 DE,CHRISTIAN ROCKTASCHEL,
057-373-788-507-421,IL_239819_B_20200227,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
057-473-924-732-366,AR_091681_A1_20150218,DE,LANXESS DEUTSCHLAND GMBH,,LANXESS DEUTSCHLAND GMBH,
057-581-092-678-755,HU_1800361_A1_20190429,SK,POVA�SKA CEMENTAREN A S,,POVA�SKA CEMENTAREN A S,
058-090-387-849-515,GB_2543998_A_20170503,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
058-200-288-588-633,CN_115385623_A_20221125,,CHINA RESOURCES CEMENT TECH RESEARCH DEVELOPMENT CO LTD,,CHINA RESOURCES CEMENT TECH RESEARCH DEVELOPMENT CO LTD,
059-030-156-898-450,CN_115490497_A_20221220,,UNIV SOUTHEAST,,UNIV SOUTHEAST,
059-193-314-348-945,US_20160251582_A1_20160901,US,CHEVRON USA INC,,CHEVRON USA INC,
059-656-317-864-564,WO_2020099501_A1_20200522,ES,COSENTINO RES & DEVELOPMENT S L,,COSENTINO RES & DEVELOPMENT S L,
059-667-429-711-355,LT_2870107_T_20180510,DE,LANXESS DEUTSCHLAND GMBH,,LANXESS DEUTSCHLAND GMBH,
059-679-392-772-047,CN_106999747_A_20170801,,POGGI PAUL,,POGGI PAUL,
060-060-449-464-552,CN_113072356_A_20210706,,BAISHAN HEYI DIATOM TECH CO LTD,,BAISHAN HEYI DIATOM TECH CO LTD,
061-677-708-183-066,CN_110981401_A_20200410,,UNIV HEBEI ENGINEERING,,UNIV HEBEI ENGINEERING,
061-677-708-183-066,CN_110981401_A_20200410,,TIANJIN SHUNNENG SHIJIA ENVIRONMENTAL PROTECTION TECH CO LTD,,TIANJIN SHUNNENG SHIJIA ENVIRONMENTAL PROTECTION TECH CO LTD,
062-027-194-883-576,CN_110922081_A_20200327,,XUZHOU CUCC CONCRETE CO LTD,,XUZHOU CUCC CONCRETE CO LTD,
062-509-636-265-364,CN_113603402_B_20220510,,武汉工程大学,,武汉工程大学,
062-509-636-265-364,CN_113603402_B_20220510,,湖北省成美建材股份有限公司,,湖北省成美建材股份有限公司,
063-380-229-496-124,CA_2800751_C_20151208,DE,K & S KALI GMBH,,K & S KALI GMBH,
063-670-562-381-14X,KR_20150145621_A_20151230,KR,KIM SU HYEON,,KIM SU HYEON,
064-933-215-120-883,EP_3386932_A1_20181017,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
065-083-228-007-386,BR_112015017319_A2_20170711,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
065-520-189-576-887,CN_113000562_A_20210622,,ZHANG JIANHUA,,ZHANG JIANHUA,
065-998-077-926-988,KR_20130114396_A_20131017,KR,KOREA INST CONSTRUCTION TECH,,KOREA INST CONSTRUCTION TECH,
066-609-478-969-30X,HK_1210197_A1_20160415,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
067-160-220-314-954,US_20190345060_A1_20191114,CA,NEWALTA CORP,,NEWALTA CORP,
067-580-179-507-391,KR_101959291_B1_20190318,KR,KOREA INST OCEAN SCI & TECH,,KOREA INST OCEAN SCI & TECH,
068-224-094-421-586,WO_2013172496_A1_20131121,KR,KOREA INST CONSTRUCTION TECH,,KOREA INST CONSTRUCTION TECH,
068-224-094-421-586,WO_2013172496_A1_20131121,KR,KIM SI HWAN,,KIM SI HWAN,
068-224-094-421-586,WO_2013172496_A1_20131121,KR,RYU GUM SUNG,,RYU GUM SUNG,
068-224-094-421-586,WO_2013172496_A1_20131121,KR,KOH KYUNG TAEK,,KOH KYUNG TAEK,
068-224-094-421-586,WO_2013172496_A1_20131121,KR,LEE JANG HWA,,LEE JANG HWA,
069-321-593-375-829,CN_113307553_A_20210827,,LINJIANG HEHE NEW DECORATION MAT CO LTD,,LINJIANG HEHE NEW DECORATION MAT CO LTD,
069-565-656-130-601,CN_113548819_B_20221209,,新疆大学,,新疆大学,
069-963-477-140-824,KR_20160047101_A_20160502,KR,DAEWOONG CO LTD,,DAEWOONG CO LTD,
070-543-169-544-40X,CN_110922202_A_20200327,,FUJIAN MINGNENG NEW BUILDING MAT CO LTD,,FUJIAN MINGNENG NEW BUILDING MAT CO LTD,
070-730-704-613-301,IT_1400796_B1_20130702,IT,ZETADI S R L,VIA DELL'ARTIGIANATO 10 Ferno Varese,ZETADI S R L,
070-771-649-589-150,KR_20180038889_A_20180417,KR,RES INST IND SCIENCE & TECH,,RES INST IND SCIENCE & TECH,
070-900-348-473-179,CN_114507052_A_20220517,,LIAONING TAISHI CONCRETE CO LTD,,LIAONING TAISHI CONCRETE CO LTD,
071-426-128-417-061,RU_2640621_C2_20180110,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
071-714-701-675-095,CN_106830841_B_20190621,,深圳市航天新材科技有限公司,,深圳市航天新材科技有限公司,
071-900-311-322-592,CN_114956774_B_20230512,,江苏集萃功能材料研究所有限公司,,江苏集萃功能材料研究所有限公司,
071-934-746-110-930,US_20190062172_A1_20190228,CA,BOOST ENV SYSTEMS INC,,BOOST ENV SYSTEMS INC,
074-226-066-121-291,CN_115215599_A_20221021,,NINGBO BAIYUE RENEWABLE RESOURCES CO LTD,,NINGBO BAIYUE RENEWABLE RESOURCES CO LTD,
074-249-473-044-301,EA_027215_B1_20170731,JP,NICHIHA KK,,NICHIHA KK,
074-388-478-191-853,CN_112897977_A_20210604,,JINAN TONGDA HIGHWAY ENG CO LTD,,JINAN TONGDA HIGHWAY ENG CO LTD,
074-884-057-306-205,KR_20160011746_A_20160202,KR,OATMNC CO LTD,,OATMNC CO LTD,
074-884-057-306-205,KR_20160011746_A_20160202,KR,MSKPOJANG CO LTD,,MSKPOJANG CO LTD,
075-026-797-733-646,CN_114057420_A_20220218,,SINOHYDRO BUREAU 7 CO LTD,,SINOHYDRO BUREAU 7 CO LTD,
075-142-453-061-143,CZ_32574_U1_20190207,SK,POVAZSKA CEMENTAREN AS,,POVAZSKA CEMENTAREN AS,
075-519-130-136-179,BR_112021024468_A2_20220208,FI,BETOLAR OY,,BETOLAR OY,
076-236-365-083-901,KR_20180017837_A_20180221,KR,MUN GYOUNG JU,,MUN GYOUNG JU,
078-452-919-286-890,CA_2910900_A1_20141106,BR,FUNDACAO EDUCACIONAL DE CRICIUMA,,FUNDACAO EDUCACIONAL DE CRICIUMA,
078-663-103-196-083,EP_3743186_A4_20210804,US,UNIV GEORGIA STATE RES FOUND,,UNIV GEORGIA STATE RES FOUND,
079-023-935-027-937,CN_108617563_A_20181009,,SECOND INST OCEANOGRAPHY SOA,,SECOND INST OCEANOGRAPHY SOA,
079-036-095-399-094,WO_2020012050_A1_20200116,ES,UNIV MURCIA,,UNIV MURCIA,
079-346-876-010-014,CN_106186769_A_20161207,,UNIV SOUTH CHINA TECH,,UNIV SOUTH CHINA TECH,
079-380-008-296-533,EP_2552849_B1_20160504,FR,COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES,,COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES,
079-389-361-006-884,CN_106986607_A_20170728,,LIUZHOU GOUWANG TRADE CO LTD,,LIUZHOU GOUWANG TRADE CO LTD,
079-592-478-169-357,CN_114956635_B_20230228,,清华珠三角研究院,,清华珠三角研究院,
079-592-478-169-357,CN_114956635_B_20230228,,广东岭秀科技有限公司,,广东岭秀科技有限公司,
079-641-728-989-998,CN_113860843_B_20221025,,广州航海学院,,广州航海学院,
079-700-587-382-806,CN_111978016_B_20220222,,上海复洁环保科技股份有限公司,,上海复洁环保科技股份有限公司,
080-279-392-330-845,BR_112019000718_A2_20190507,PL,SYNTHOS SA,,SYNTHOS SA,
081-008-839-042-914,KR_102315844_B1_20211021,,(주)하이콘코리아,,(주)하이콘코리아,
081-630-718-196-386,CN_108862947_A_20181123,,NANJING YAOKE NEW MATERIAL TECH CO LTD,,NANJING YAOKE NEW MATERIAL TECH CO LTD,
081-630-718-196-386,CN_108862947_A_20181123,,BEIJING KELINA NEW MAT TECH CO LTD,,BEIJING KELINA NEW MAT TECH CO LTD,
081-646-625-379-673,CN_105801056_A_20160727,,WU SHENLONG,,WU SHENLONG,
081-663-803-439-478,CN_115011796_A_20220906,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
083-707-274-713-842,ES_2737525_B2_20200528,ES,UNIV MURCIA,,UNIV MURCIA,
084-181-719-281-513,CN_114735980_B_20230207,,中建西部建设西南有限公司,,中建西部建设西南有限公司,
084-181-719-281-513,CN_114735980_B_20230207,,广西中建西部建设有限公司,,广西中建西部建设有限公司,
084-181-719-281-513,CN_114735980_B_20230207,,中建西部建设股份有限公司,,中建西部建设股份有限公司,
084-913-597-520-539,HU_E056741_T2_20220328,PL,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,
085-209-106-374-002,KR_101867811_B1_20180618,,(주)청원산업,,(주)청원산업,
085-213-393-724-061,CN_106573390_A_20170419,,IHC HOLLAND IE BV,,IHC HOLLAND IE BV,
085-386-041-589-826,RU_2614339_C1_20170324,RU,FED GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SAMARSKIJ GOSUDARST,"443086, g. Samara, Moskovskoe sh., 34, SGAU, upravlenie obespecheniya innovatsionnoj deyatelnosti",FED GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SAMARSKIJ GOSUDARST,
085-547-608-626-275,CN_115073036_B_20221129,,昭通市宜昭高速公路投资开发有限公司,,昭通市宜昭高速公路投资开发有限公司,
085-547-608-626-275,CN_115073036_B_20221129,,水利部交通运输部国家能源局南京水利科学研究院,,水利部交通运输部国家能源局南京水利科学研究院,
085-547-608-626-275,CN_115073036_B_20221129,,东南大学,,东南大学,
086-837-663-525-399,RU_2768550_C1_20220324,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA NATSIONALNY,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA NATSIONALNY,
087-437-748-267-556,CN_113912376_A_20220111,,UNIV YANSHAN,,UNIV YANSHAN,
088-203-141-221-45X,CN_113501702_A_20211015,,SHANDONG HIGH SPEED MATERIAL TECH DEVELOPMENT GROUP CO LTD,,SHANDONG HIGH SPEED MATERIAL TECH DEVELOPMENT GROUP CO LTD,
088-631-564-419-848,KR_102105922_B1_20200429,KR,DOWON GREEN IND CO LTD,,DOWON GREEN IND CO LTD,
088-631-564-419-848,KR_102105922_B1_20200429,KR,KIM EUN JUNG,,KIM EUN JUNG,
088-763-243-090-548,CN_112194414_A_20210108,,UNIV SOUTH CHINA TECH,,UNIV SOUTH CHINA TECH,
089-157-542-031-042,CN_106186992_A_20161207,,HE GUOPING,,HE GUOPING,
089-157-542-031-042,CN_106186992_A_20161207,,ZHANG RONGBIAO,,ZHANG RONGBIAO,
089-271-290-985-083,KR_101959965_B1_20190320,KR,GNO CO LTD,,GNO CO LTD,
092-301-389-409-791,CN_113402244_A_20210917,,SHUIMU BEIJING ENERGY ENVIRONMENTAL PROT CO LTD,,SHUIMU BEIJING ENERGY ENVIRONMENTAL PROT CO LTD,
092-325-876-357-307,KR_20200032613_A_20200326,KR,YOON JEONG SUK,,YOON JEONG SUK,
092-468-057-391-868,ES_2938185_T3_20230405,,BLACKASBESTOS LTD,,BLACKASBESTOS LTD,
092-546-125-307-973,KR_101356620_B1_20140204,,,,,
093-047-752-889-626,CN_115159925_B_20230512,,王艳岭,,王艳岭,
093-360-987-882-905,CN_112723851_B_20220809,,宝润达新型材料股份有限公司,,宝润达新型材料股份有限公司,
093-808-649-972-070,WO_2015106486_A1_20150723,CN,UNIV BEIJING SCIENCE & TECH,,UNIV BEIJING SCIENCE & TECH,
093-875-245-635-748,EP_3386932_B1_20200930,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
094-213-246-636-13X,WO_2017131330_A1_20170803,KR,INDUSTRY-ACADEMIC COOP FOUND GYEONGSANG NAT UNIV,,INDUSTRY-ACADEMIC COOP FOUND GYEONGSANG NAT UNIV,
094-933-881-992-980,US_10125299_B2_20181113,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
095-270-111-159-548,EP_3043874_A1_20160720,FI,GLOBAL ECOPROCESS SERVICES OY,,GLOBAL ECOPROCESS SERVICES OY,
095-883-871-979-727,CN_114195438_A_20220318,,GUANGXI ACAD SCIENCES,,GUANGXI ACAD SCIENCES,
096-022-803-197-880,KR_102135237_B1_20200717,,윤정숙,,윤정숙,
096-062-006-102-961,DK_3307693_T3_20200921,BE,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,"Thonetlaan 102 , Bus 2, 2050 Antwerp BE",FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,
096-434-470-328-176,FI_20126067_A_20140313,FI,FATEC OY,"Lyhyenrannantie 11, SIILINJÄRVI",FATEC OY,
097-027-955-243-494,KR_101334278_B1_20131202,KR,SHIN YOUNG SUH,,SHIN YOUNG SUH,
097-175-234-934-249,KR_101440407_B1_20141104,KR,HEUNG DUCK INDUSTRY CO LTD,,HEUNG DUCK INDUSTRY CO LTD,
097-971-425-991-200,CN_110627463_A_20191231,,BEIJING NEW BUILDING MAT PLC,,BEIJING NEW BUILDING MAT PLC,
099-105-565-104-169,CN_109305779_A_20190205,,CHINA PETROLEUM & CHEM CORP,,CHINA PETROLEUM & CHEM CORP,
099-105-565-104-169,CN_109305779_A_20190205,,CHINA PETROLEUM & CHEM CORP QINGDAO SAFETY ENG INST,,CHINA PETROLEUM & CHEM CORP QINGDAO SAFETY ENG INST,
099-256-216-987-352,KR_101279960_B1_20130705,,,,,
100-089-866-335-696,ZA_202006736_B_20220727,IN,COUNCIL SCIENT IND RES,,COUNCIL SCIENT IND RES,
100-484-828-545-879,GB_202017455_D0_20201216,,MJT RECYCLING LTD,,MJT RECYCLING LTD,
100-536-967-480-763,CA_2798728_A1_20131006,JP,NICHIHA KK,,NICHIHA KK,
101-452-774-096-325,CN_104937017_B_20180309,,氟化学有限公司法兰克福,,氟化学有限公司法兰克福,
